codigo_cbo;ocupacao;categoria_tech;registros;admissoes;desligamentos;remuneracao_media;remuneracao_mediana;saldo_empregos
212405;Analista de desenvolvimento de sistemas;Desenvolvimento de Software;13070;6818;6252;8446.42314064773;7522.0;566
317210;Técnico de suporte ao usuário de tecnologia da informação;Suporte Tecnico;5863;3254;2609;2369.358257679181;2100.04;645
212420;Analista de suporte computacional;Suporte Tecnico;5719;2991;2728;4042.08533240028;3000.0;263
317110;Desenvolvedor de sistemas de tecnologia da informação (técnico);Desenvolvimento de Software;5227;2825;2402;5737.743539670371;4333.115;423
732130;Instalador-reparador de redes telefônicas e de comunicação de dados;Redes;4645;2531;2114;1816.3319817668767;1700.0;417
313220;Técnico em manutenção de equipamentos de informática;Suporte Tecnico;2586;1275;1311;2272.8194534883723;2074.27;-36
212410;Analista de redes e de comunicação de dados;Redes;2427;1184;1243;5779.416084089035;4204.0;-59
313310;Técnico de rede (telecomunicações);Redes;2063;1012;1051;2073.6734159378034;1800.0;-39
317205;Operador de computador;Infraestrutura;1874;1026;848;2135.3832104700855;1957.2;178
732105;Eletricista de manutenção de linhas elétricas, telefônicas e de comunicação de dados;Redes;1829;1069;760;2291.7095295404815;2108.0;309
731320;Instalador-reparador de linhas e aparelhos de telecomunicações;Redes;1613;774;839;1822.8021574705517;1718.67;-65
142520;Gerente de projetos de tecnologia da informação;Gestao de Tecnologia;1154;537;617;13620.56540329575;12000.0;-80
372205;Operador de rede de teleprocessamento;Redes;966;447;519;1616.673441084463;1628.0;-72
731325;Instalador-reparador de redes e cabos telefônicos;Redes;846;408;438;1802.9933687943262;1718.8200000000002;-30
212320;Administrador em segurança da informação;Seguranca da Informacao;740;387;353;8387.545135135135;6871.045;34
731110;Montador de equipamentos eletrônicos (computadores e equipamentos auxiliares);Infraestrutura;674;395;279;1949.4782047477745;1957.44;116
212430;Analista de testes de tecnologia da informação;Desenvolvimento de Software;669;354;315;6140.715739910314;5723.3;39
212215;Engenheiros de sistemas operacionais em computação;Infraestrutura;632;335;297;13694.480302066771;11000.0;38
212415;Analista de sistemas de automação;Desenvolvimento de Software;590;282;308;5918.520050847458;5000.0;-26
313305;Técnico de comunicação de dados;Redes;548;339;209;2071.8758576642335;1812.185;130
142510;Gerente de desenvolvimento de sistemas;Gestao de Tecnologia;536;211;325;19145.975738317757;17835.52;-114
212205;Engenheiro de aplicativos em computação;Desenvolvimento de Software;524;294;230;14862.33387715931;12500.0;64
212305;Administrador de banco de dados;Dados e Banco de Dados;506;247;259;9024.30466403162;8474.5;-12
212315;Administrador de sistemas operacionais;Infraestrutura;454;250;204;6267.1680573951435;4350.97;46
142530;Gerente de suporte técnico de tecnologia da informação;Gestao de Tecnologia;329;129;200;9658.986676829269;6853.9400000000005;-71
212425;Arquiteto de soluções de tecnologia da informação;Cloud e DevOps;288;143;145;14208.715;14000.0;-2
142505;Gerente de infraestrutura de tecnologia da informação;Gestao de Tecnologia;283;127;156;12457.879326241136;10433.0;-29
142515;Gerente de operação de tecnologia da informação;Gestao de Tecnologia;260;114;146;14708.727192307691;14250.0;-32
212310;Administrador de redes;Redes;235;103;132;6351.333489361703;4406.04;-29
142535;Tecnólogo em gestão da tecnologia da informação;Gestao de Tecnologia;214;113;101;7499.070327102804;5134.67;12
211220;Cientista de dados;Dados e Banco de Dados;179;104;75;10153.15988764045;9000.0;29
203105;Pesquisador em ciências da computação e informática;Outras ocupacoes de Tecnologia;135;78;57;11190.264592592592;9200.0;21
123605;Diretor de tecnologia da informação;Gestao de Tecnologia;102;42;60;39862.36049504951;42000.0;-18
142525;Gerente de segurança da informação;Seguranca da Informacao;82;38;44;19897.330975609755;18273.7;-6
731330;Reparador de aparelhos de telecomunicações em laboratório;Redes;66;35;31;1887.4421212121213;1722.26;4
212210;Engenheiro de equipamentos em computação;Infraestrutura;38;21;17;14551.557368421054;11458.5;4
234120;Professor de computação (no ensino superior);Outras ocupacoes de Tecnologia;35;23;12;3959.255294117647;2068.85;11
142135;Oficial de proteção de dados pessoais (dpo);Seguranca da Informacao;24;8;16;7403.962916666666;6681.34;-8
214350;Engenheiro de redes de comunicação;Redes;17;11;6;18029.167058823532;14000.0;5
